time_minute,machine,area,measurement_count,temp_min,temp_max,temp_mean,temp_std,temp_single_min,temp_single_max,temp_single_mean,temp_single_std,temp_hopper_min,temp_hopper_max,temp_hopper_mean,temp_hopper_std,temp_conv_left_min,temp_conv_left_max,temp_conv_left_mean,temp_conv_left_std,temp_conv_right_min,temp_conv_right_max,temp_conv_right_mean,temp_conv_right_std,temp_auger_left_min,temp_auger_left_max,temp_auger_left_mean,temp_auger_left_std,temp_auger_right_min,temp_auger_right_max,temp_auger_right_mean,temp_auger_right_std,temp_subgrade_min,temp_subgrade_max,temp_subgrade_mean,temp_subgrade_std,speed_min,speed_max,speed_mean,speed_std
2025-10-19 09:07:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,17,72.0,86.0,77.76,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.0,1.38,0.57
2025-10-19 09:08:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,95,28.0,48.0,38.76,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.5,5.33,0.14
2025-10-19 09:08:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,25,68.0,81.0,73.52,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.3,1.76,0.76
2025-10-19 09:09:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,91,43.0,73.0,54.59,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.4,5.21,0.6
2025-10-19 09:09:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,64,55.0,85.0,69.91,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.9,4.05,0.92
2025-10-19 09:10:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,90,47.0,73.0,54.64,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,5.4,5.2,0.53
2025-10-19 09:10:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,67,54.0,82.0,67.45,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,5.1,3.89,1.22
2025-10-19 09:11:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,95,41.0,49.0,44.75,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.5,5.34,0.15
2025-10-19 09:11:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,79,54.0,79.0,62.09,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.2,4.65,0.69
2025-10-19 09:12:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,44.0,64.0,51.01,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.4,5.28,0.12
2025-10-19 09:12:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,75,54.0,72.0,64.03,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5.1,4.69,0.63
2025-10-19 09:13:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,93,33.0,50.0,39.26,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.4,5.28,0.12
2025-10-19 09:13:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,86,47.0,77.0,61.2,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.2,4.72,0.56
2025-10-19 09:14:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,46.0,70.0,54.83,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,5.4,5.2,0.28
2025-10-19 09:14:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,26,59.0,70.0,65.08,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.2,1.87,0.84
2025-10-19 09:15:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,97,32.0,63.0,47.04,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.4,5.23,0.42
2025-10-19 09:15:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,60,44.0,73.0,56.85,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.1,4.15,1.15
2025-10-19 09:16:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,32.0,60.0,46.04,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.4,5.32,0.16
2025-10-19 09:16:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,26,12.0,73.0,49.88,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1,1.77,0.89
2025-10-19 09:17:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,74,43.0,63.0,53.22,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5.4,5.08,0.79
2025-10-19 09:18:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,36.0,45.0,41.33,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.5,5.31,0.27
2025-10-19 09:19:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,72,41.0,60.0,45.94,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5.4,5.06,0.95
2025-10-19 09:20:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,37.0,47.0,40.94,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.5,5.29,0.3
2025-10-19 09:21:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,87,39.0,66.0,44.78,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5.5,5.08,0.92
2025-10-19 09:22:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,36.0,51.0,42.62,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.6,5.31,0.31
2025-10-19 09:23:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,83,39.0,53.0,46.11,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,5.5,5.18,0.7
2025-10-19 09:24:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,95,31.0,55.0,41.42,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5.4,5.26,0.2
2025-10-19 09:25:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,20,10.0,60.0,48.05,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,5.3,3.74,2.07
2025-10-19 09:32:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,520,11.0,109.0,20.55,19.73,,,,,,,,,,,,,,,,,52.0,97.0,57.0,10.23,,,,,,,,,2.43,25.31,15.22,7.55
2025-10-19 09:34:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,198,12.0,94.0,45.11,29.91,,,,,,,,,,,,,,,,,54.0,57.0,54.67,0.95,,,,,,,,,4.45,19.51,11.02,5.39
2025-10-19 09:35:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,105,12.0,87.0,35.22,26.98,,,,,,,,,,,,,,,,,88.0,102.0,96.6,5.03,,,,,,,,,3.29,4.21,3.84,0.33
2025-10-19 09:36:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,147,18.0,128.0,99.0,26.83,,,,,,,,,,,,,,,,,84.0,102.0,91.57,6.89,,,,,,,,,3.49,4.08,3.83,0.2
2025-10-19 09:37:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,294,17.0,128.0,95.28,31.15,,,,,,,,,,,,,,,,,69.0,101.0,81.79,9.56,,,,,,,,,1.17,4.25,3.76,0.81
2025-10-19 09:38:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,391,11.0,28.0,18.5,4.21,,,,,,,,,,,,,,,,,60.0,70.0,66.35,2.86,,,,,,,,,0.0,12.71,8.24,3.55
2025-10-19 09:38:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,357,16.0,129.0,97.63,34.16,,,,,,,,,,,,,,,,,104.0,120.0,114.47,3.87,,,,,,,,,4.11,4.28,4.19,0.04
2025-10-19 09:39:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,408,11.0,73.0,19.42,12.18,,,,,,,,,,,,,,,,,64.0,109.0,76.58,14.11,,,,,,,,,1.25,17.34,7.87,4.33
2025-10-19 09:39:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,315,17.0,132.0,104.32,36.68,,,,,,,,,,,,,,,,,101.0,110.0,105.6,2.78,,,,,,,,,3.75,4.25,4.12,0.15
2025-10-19 09:42:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,102,16.0,109.0,86.46,31.4,,,,,,,,,,,,,,,,,66.0,92.0,71.83,9.11,,,,,,,,,6.19,13.66,11.16,2.56
2025-10-19 09:43:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,66,13.0,86.0,30.67,20.73,,,,,,,,,,,,,,,,,104.0,108.0,105.67,1.71,,,,,,,,,2.76,2.9,2.83,0.06
2025-10-19 09:44:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,242,21.0,126.0,102.5,15.77,,,,,,,,,,,,,,,,,106.0,113.0,108.73,1.96,,,,,,,,,2.68,3.16,3.04,0.16
2025-10-19 09:44:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,126,17.0,113.0,92.36,31.54,,,,,,,,,,,,,,,,,97.0,114.0,107.17,5.36,,,,,,,,,1.05,4.28,3.44,1.2
2025-10-19 09:45:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,308,99.0,125.0,111.0,4.94,,,,,,,,,,,,,,,,,105.0,120.0,113.79,3.92,,,,,,,,,3.03,3.75,3.29,0.25
2025-10-19 09:45:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,153.0,110.99,38.07,,,,,,,,,,,,,,,,,103.0,112.0,108.0,2.81,,,,,,,,,3.75,4.35,4.13,0.16
2025-10-19 09:46:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,242,103.0,124.0,116.18,4.87,,,,,,,,,,,,,,,,,111.0,116.0,113.27,1.92,,,,,,,,,0.0,3.82,3.37,1.07
2025-10-19 09:46:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,357,17.0,133.0,110.93,37.15,,,,,,,,,,,,,,,,,104.0,119.0,115.41,3.65,,,,,,,,,4.07,4.35,4.17,0.08
2025-10-19 09:47:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,22,100.0,117.0,112.55,5.04,,,,,,,,,,,,,,,,,116.0,116.0,116.0,0.0,,,,,,,,,1.51,1.51,1.51,0.0
2025-10-19 09:47:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,135.0,112.04,37.95,,,,,,,,,,,,,,,,,114.0,121.0,118.63,1.87,,,,,,,,,3.75,4.35,4.14,0.14
2025-10-19 09:47:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,33,11.0,12.0,11.36,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,2.7,2.41,0.36
2025-10-19 09:48:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,375,28.0,122.0,105.69,11.84,,,,,,,,,,,,,,,,,101.0,111.0,104.8,3.04,,,,,,,,,3.62,4.07,3.95,0.13
2025-10-19 09:48:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,330,77.0,132.0,119.25,7.78,,,,,,,,,,,,,,,,,110.0,119.0,113.27,2.21,,,,,,,,,3.29,4.08,3.78,0.2
2025-10-19 09:48:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,357,17.0,134.0,112.12,37.94,,,,,,,,,,,,,,,,,104.0,115.0,109.47,2.66,,,,,,,,,4.08,4.23,4.16,0.05
2025-10-19 09:48:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,10,11.0,12.0,11.1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.5,1.28,0.27
2025-10-19 09:49:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,34.0,130.0,117.48,15.85,,,,,,,,,,,,,,,,,99.0,111.0,104.56,3.2,,,,,,,,,3.86,4.15,4.0,0.07
2025-10-19 09:49:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,109.0,131.0,123.95,5.05,,,,,,,,,,,,,,,,,107.0,118.0,114.88,2.64,,,,,,,,,3.75,4.21,4.06,0.12
2025-10-19 09:49:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,134.0,110.01,36.79,,,,,,,,,,,,,,,,,104.0,112.0,108.5,2.79,,,,,,,,,3.75,4.21,4.01,0.12
2025-10-19 09:49:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,23,11.0,99.0,52.0,34.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.4,2.12,0.9
2025-10-19 09:50:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,28.0,130.0,119.34,18.78,,,,,,,,,,,,,,,,,96.0,104.0,100.94,2.33,,,,,,,,,3.62,4.08,3.94,0.12
2025-10-19 09:50:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,114.0,133.0,124.45,5.08,,,,,,,,,,,,,,,,,115.0,120.0,118.06,1.6,,,,,,,,,3.69,4.15,4.04,0.14
2025-10-19 09:50:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,315,17.0,135.0,109.31,37.84,,,,,,,,,,,,,,,,,106.0,115.0,112.07,2.33,,,,,,,,,3.56,4.15,3.91,0.15
2025-10-19 09:50:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,31,57.0,92.0,78.52,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,3.5,2.5,0.87
2025-10-19 09:51:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,26.0,127.0,113.0,17.38,,,,,,,,,,,,,,,,,98.0,103.0,100.38,1.58,,,,,,,,,3.95,4.15,4.02,0.06
2025-10-19 09:51:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,111.0,132.0,124.13,5.31,,,,,,,,,,,,,,,,,113.0,120.0,116.88,2.0,,,,,,,,,3.95,4.25,4.09,0.08
2025-10-19 09:51:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,135.0,110.94,37.89,,,,,,,,,,,,,,,,,110.0,117.0,114.38,1.54,,,,,,,,,3.89,4.13,3.98,0.07
2025-10-19 09:51:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,25,53.0,79.0,69.24,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.2,2.22,0.77
2025-10-19 09:52:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,26.0,118.0,107.39,16.85,,,,,,,,,,,,,,,,,97.0,101.0,99.19,1.19,,,,,,,,,3.66,4.13,3.98,0.13
2025-10-19 09:52:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,95.0,131.0,122.59,5.4,,,,,,,,,,,,,,,,,111.0,118.0,114.63,2.0,,,,,,,,,3.75,4.21,4.03,0.12
2025-10-19 09:52:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,18.0,136.0,112.62,37.23,,,,,,,,,,,,,,,,,113.0,117.0,114.75,1.2,,,,,,,,,3.56,4.13,3.92,0.14
2025-10-19 09:52:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,51,68.0,115.0,99.63,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.4,3.36,0.58
2025-10-19 09:53:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,360,31.0,119.0,107.63,16.3,,,,,,,,,,,,,,,,,98.0,117.0,107.67,5.87,,,,,,,,,3.62,4.08,3.94,0.14
2025-10-19 09:53:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,40.0,131.0,123.5,7.58,,,,,,,,,,,,,,,,,107.0,115.0,111.0,2.06,,,,,,,,,3.67,4.21,4.03,0.15
2025-10-19 09:53:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,315,17.0,136.0,112.9,38.03,,,,,,,,,,,,,,,,,111.0,116.0,113.4,1.31,,,,,,,,,3.82,4.08,3.97,0.07
2025-10-19 09:53:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,17,11.0,94.0,60.47,33.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4.5,4.14,0.26
2025-10-19 09:53:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,51,75.0,109.0,99.06,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.6,3.64,0.9
2025-10-19 09:54:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,384,27.0,126.0,112.11,17.63,,,,,,,,,,,,,,,,,106.0,117.0,110.94,2.95,,,,,,,,,3.89,4.13,4.03,0.07
2025-10-19 09:54:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,130.0,123.84,4.51,,,,,,,,,,,,,,,,,108.0,116.0,111.31,2.45,,,,,,,,,4.0,4.19,4.1,0.05
2025-10-19 09:54:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,18.0,135.0,112.91,37.99,,,,,,,,,,,,,,,,,112.0,117.0,113.94,1.39,,,,,,,,,3.62,4.02,3.91,0.1
2025-10-19 09:54:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,82,67.0,118.0,100.18,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,5.1,4.64,0.35
2025-10-19 09:54:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,33,79.0,105.0,96.64,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,4.5,3.79,1.11
2025-10-19 09:55:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,384,30.0,128.0,114.71,20.02,,,,,,,,,,,,,,,,,101.0,118.0,109.5,4.34,,,,,,,,,3.61,4.13,3.93,0.17
2025-10-19 09:55:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,396,112.0,129.0,122.62,4.77,,,,,,,,,,,,,,,,,107.0,117.0,111.78,2.86,,,,,,,,,4.07,4.67,4.39,0.2
2025-10-19 09:55:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,135.0,113.17,38.0,,,,,,,,,,,,,,,,,107.0,114.0,110.75,1.75,,,,,,,,,3.62,4.08,3.94,0.13
2025-10-19 09:55:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,79,59.0,112.0,95.58,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.1,4.88,0.24
2025-10-19 09:55:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,56,77.0,103.0,95.46,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.5,4.16,0.71
2025-10-19 09:56:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,360,30.0,128.0,116.25,16.95,,,,,,,,,,,,,,,,,108.0,115.0,111.8,2.14,,,,,,,,,3.69,4.11,3.98,0.11
2025-10-19 09:56:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,396,109.0,129.0,121.45,5.33,,,,,,,,,,,,,,,,,109.0,119.0,116.17,2.48,,,,,,,,,4.36,4.61,4.48,0.07
2025-10-19 09:56:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,315,17.0,135.0,112.3,37.68,,,,,,,,,,,,,,,,,110.0,114.0,111.87,1.15,,,,,,,,,3.89,4.02,3.97,0.05
2025-10-19 09:56:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,78,83.0,112.0,100.9,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,5.1,4.83,0.28
2025-10-19 09:56:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,67,70.0,114.0,94.76,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,4.7,4.27,0.64
2025-10-19 09:57:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,386,25.0,129.0,116.86,18.34,,,,,,,,,,,,,,,,,102.0,111.0,106.87,2.34,,,,,,,,,3.62,4.08,3.95,0.11
2025-10-19 09:57:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,110.0,128.0,120.18,4.7,,,,,,,,,,,,,,,,,113.0,122.0,117.18,2.15,,,,,,,,,4.02,4.63,4.44,0.16
2025-10-19 09:57:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,134.0,110.4,37.44,,,,,,,,,,,,,,,,,93.0,109.0,101.94,5.11,,,,,,,,,3.62,4.08,3.92,0.16
2025-10-19 09:57:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,56.0,115.0,88.98,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.1,4.95,0.18
2025-10-19 09:57:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,74,68.0,114.0,94.74,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.1,4.43,0.4
2025-10-19 09:58:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,419,40.0,131.0,120.73,14.25,,,,,,,,,,,,,,,,,99.0,107.0,103.66,2.63,,,,,,,,,2.69,5.07,4.16,0.69
2025-10-19 09:58:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,418,110.0,127.0,121.2,4.21,,,,,,,,,,,,,,,,,103.0,110.0,106.53,2.28,,,,,,,,,4.41,5.14,4.72,0.25
2025-10-19 09:58:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,134.0,110.61,37.48,,,,,,,,,,,,,,,,,90.0,99.0,94.44,2.4,,,,,,,,,3.62,4.08,3.96,0.12
2025-10-19 09:58:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,80,74.0,114.0,94.69,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.1,4.9,0.25
2025-10-19 09:58:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,27,46.0,84.0,66.85,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,4.6,2.55,1.03
2025-10-19 09:59:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,480,37.0,132.0,120.54,16.87,,,,,,,,,,,,,,,,,98.0,107.0,103.05,2.84,,,,,,,,,4.94,5.67,5.18,0.23
2025-10-19 09:59:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,462,108.0,127.0,116.06,4.39,,,,,,,,,,,,,,,,,102.0,110.0,104.76,1.77,,,,,,,,,5.09,5.34,5.2,0.07
2025-10-19 09:59:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,315,18.0,134.0,110.36,37.04,,,,,,,,,,,,,,,,,91.0,104.0,96.53,3.71,,,,,,,,,3.62,4.02,3.91,0.1
2025-10-19 09:59:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,83.0,112.0,98.85,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.1,4.96,0.23
2025-10-19 09:59:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,43,47.0,83.0,67.26,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.7,3.05,0.95
2025-10-19 10:00:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,504,27.0,128.0,115.86,16.69,,,,,,,,,,,,,,,,,92.0,107.0,100.19,4.44,,,,,,,,,5.0,5.66,5.3,0.23
2025-10-19 10:00:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,440,103.0,116.0,109.07,2.82,,,,,,,,,,,,,,,,,109.0,122.0,117.25,4.32,,,,,,,,,4.74,5.27,5.11,0.17
2025-10-19 10:00:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,348,17.0,133.0,108.27,36.31,,,,,,,,,,,,,,,,,98.0,114.0,106.6,4.5,,,,,,,,,3.62,4.08,3.93,0.12
2025-10-19 10:00:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,80,72.0,112.0,97.1,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.1,4.88,0.19
2025-10-19 10:00:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,63,70.0,117.0,98.22,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,5.1,4.08,1.22
2025-10-19 10:01:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,480,32.0,124.0,109.27,14.26,,,,,,,,,,,,,,,,,102.0,110.0,106.5,1.8,,,,,,,,,4.61,5.2,5.01,0.18
2025-10-19 10:01:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,286,103.0,118.0,109.39,3.18,,,,,,,,,,,,,,,,,113.0,118.0,115.92,1.59,,,,,,,,,5.06,5.34,5.22,0.08
2025-10-19 10:01:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,352,17.0,131.0,104.55,34.66,,,,,,,,,,,,,,,,,86.0,108.0,94.69,7.58,,,,,,,,,3.89,4.15,3.98,0.07
2025-10-19 10:01:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,88,52.0,109.0,84.65,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.1,4.92,0.19
2025-10-19 10:01:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,82,61.0,111.0,84.01,12.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.6,5.04,0.56
2025-10-19 10:02:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,499,31.0,130.0,117.55,16.94,,,,,,,,,,,,,,,,,101.0,109.0,105.35,1.88,,,,,,,,,4.94,5.27,5.09,0.08
2025-10-19 10:02:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,99.0,124.0,113.76,5.33,,,,,,,,,,,,,,,,,107.0,117.0,111.56,3.0,,,,,,,,,1.38,5.27,4.79,1.02
2025-10-19 10:02:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,330,17.0,128.0,95.99,32.21,,,,,,,,,,,,,,,,,94.0,110.0,102.67,5.71,,,,,,,,,3.55,4.07,3.89,0.17
2025-10-19 10:02:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,78.0,115.0,98.49,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,5.6,5.41,0.15
2025-10-19 10:02:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,90,65.0,111.0,89.89,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.6,5.33,0.53
2025-10-19 10:03:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,500,35.0,133.0,120.96,17.67,,,,,,,,,,,,,,,,,100.0,107.0,103.45,1.63,,,,,,,,,4.61,5.27,5.02,0.18
2025-10-19 10:03:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,440,108.0,129.0,119.7,4.27,,,,,,,,,,,,,,,,,109.0,117.0,113.55,2.06,,,,,,,,,4.67,5.3,5.11,0.19
2025-10-19 10:03:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,352,17.0,117.0,90.42,29.93,,,,,,,,,,,,,,,,,86.0,111.0,104.81,6.64,,,,,,,,,3.49,4.13,3.93,0.18
2025-10-19 10:03:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,48.0,104.0,81.02,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,5.6,5.38,0.51
