time_minute,machine,area,measurement_count,temp_min,temp_max,temp_mean,temp_std,temp_single_min,temp_single_max,temp_single_mean,temp_single_std,temp_hopper_min,temp_hopper_max,temp_hopper_mean,temp_hopper_std,temp_conv_left_min,temp_conv_left_max,temp_conv_left_mean,temp_conv_left_std,temp_conv_right_min,temp_conv_right_max,temp_conv_right_mean,temp_conv_right_std,temp_auger_left_min,temp_auger_left_max,temp_auger_left_mean,temp_auger_left_std,temp_auger_right_min,temp_auger_right_max,temp_auger_right_mean,temp_auger_right_std,temp_subgrade_min,temp_subgrade_max,temp_subgrade_mean,temp_subgrade_std,speed_min,speed_max,speed_mean,speed_std
2025-10-19 08:10:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,73,58.0,98.0,68.22,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.1,3.95,0.31
2025-10-19 08:11:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,110.0,133.0,126.96,4.72,,,,,,,,,,,,,,,,,116.0,123.0,118.81,1.81,,,,,,,,,3.69,4.17,4.03,0.14
2025-10-19 08:11:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,17.0,142.0,114.62,37.39,,,,,,,,,,,,,,,,,116.0,122.0,119.5,1.77,,,,,,,,,3.65,4.27,4.08,0.13
2025-10-19 08:11:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,62.0,116.0,79.23,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.1,5.84,0.59
2025-10-19 08:11:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,57.0,88.0,66.94,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.0,3.95,0.28
2025-10-19 08:12:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,112.0,132.0,126.01,4.51,,,,,,,,,,,,,,,,,112.0,121.0,117.38,2.4,,,,,,,,,3.69,4.21,4.02,0.16
2025-10-19 08:12:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,340,17.0,137.0,110.24,37.49,,,,,,,,,,,,,,,,,104.0,122.0,118.76,5.71,,,,,,,,,3.71,4.15,4.03,0.12
2025-10-19 08:12:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,76.0,115.0,97.77,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.1,5.91,0.22
2025-10-19 08:12:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,71.0,103.0,91.04,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,4.1,3.93,0.19
2025-10-19 08:13:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,117.0,131.0,124.53,3.21,,,,,,,,,,,,,,,,,116.0,125.0,120.41,2.59,,,,,,,,,4.02,4.2,4.09,0.06
2025-10-19 08:13:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,17.0,138.0,109.73,37.07,,,,,,,,,,,,,,,,,100.0,117.0,109.25,5.32,,,,,,,,,3.95,4.15,4.06,0.05
2025-10-19 08:13:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,56.0,89.0,69.95,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,6.2,5.86,0.51
2025-10-19 08:13:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,64,60.0,77.0,67.59,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,4.1,3.71,0.71
2025-10-19 08:14:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,116.0,130.0,124.5,3.44,,,,,,,,,,,,,,,,,116.0,124.0,120.88,2.12,,,,,,,,,3.69,4.15,4.02,0.13
2025-10-19 08:14:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,141.0,112.06,38.39,,,,,,,,,,,,,,,,,115.0,122.0,119.0,2.32,,,,,,,,,3.69,4.19,4.02,0.13
2025-10-19 08:14:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,94,60.0,124.0,98.03,18.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.2,5.88,0.46
2025-10-19 08:14:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,74,48.0,93.0,71.76,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.1,3.93,0.13
2025-10-19 08:15:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,134.0,127.09,3.68,,,,,,,,,,,,,,,,,116.0,125.0,121.38,2.79,,,,,,,,,3.75,4.21,4.04,0.13
2025-10-19 08:15:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,143.0,115.15,38.11,,,,,,,,,,,,,,,,,119.0,125.0,123.19,1.51,,,,,,,,,3.82,4.21,4.04,0.13
2025-10-19 08:15:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,59.0,95.0,73.66,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.1,5.89,0.27
2025-10-19 08:15:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,81.0,100.0,91.06,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.0,3.85,0.36
2025-10-19 08:16:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,115.0,133.0,126.0,4.21,,,,,,,,,,,,,,,,,118.0,124.0,120.75,1.52,,,,,,,,,4.02,4.21,4.1,0.06
2025-10-19 08:16:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,17.0,143.0,116.1,38.28,,,,,,,,,,,,,,,,,119.0,127.0,123.56,2.15,,,,,,,,,3.95,4.15,4.05,0.06
2025-10-19 08:16:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,71.0,114.0,98.3,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,6.1,5.85,0.53
2025-10-19 08:16:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,51.0,83.0,57.46,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.1,3.99,0.16
2025-10-19 08:17:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,134.0,124.07,4.1,,,,,,,,,,,,,,,,,120.0,130.0,122.69,3.14,,,,,,,,,3.69,4.21,4.02,0.13
2025-10-19 08:17:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,143.0,112.34,38.44,,,,,,,,,,,,,,,,,106.0,121.0,116.88,3.8,,,,,,,,,3.62,4.21,4.01,0.16
2025-10-19 08:17:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,54.0,75.0,64.83,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.1,5.95,0.2
2025-10-19 08:17:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,75,55.0,93.0,73.41,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.1,3.99,0.04
2025-10-19 08:18:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,112.0,130.0,121.87,3.52,,,,,,,,,,,,,,,,,119.0,130.0,124.24,3.39,,,,,,,,,3.96,4.27,4.08,0.08
2025-10-19 08:18:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,340,16.0,143.0,117.11,41.07,,,,,,,,,,,,,,,,,105.0,116.0,110.76,2.99,,,,,,,,,4.02,4.21,4.08,0.07
2025-10-19 08:18:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,69.0,126.0,102.93,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.2,5.94,0.15
2025-10-19 08:18:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,27,10.0,41.0,11.85,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,4.3,3.26,1.37
2025-10-19 08:18:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,71,63.0,96.0,78.38,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.1,3.95,0.17
2025-10-19 08:19:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,131.0,122.07,3.63,,,,,,,,,,,,,,,,,123.0,128.0,125.31,1.31,,,,,,,,,3.69,4.15,4.03,0.13
2025-10-19 08:19:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,141.0,113.41,39.14,,,,,,,,,,,,,,,,,98.0,113.0,105.5,5.53,,,,,,,,,3.69,4.17,4.04,0.13
2025-10-19 08:19:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,59.0,105.0,83.32,12.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.1,5.86,0.31
2025-10-19 08:19:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,80,45.0,83.0,62.3,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.3,4.49,0.95
2025-10-19 08:19:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,58.0,94.0,75.88,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,3.82,0.39
2025-10-19 08:20:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,138.0,128.02,5.29,,,,,,,,,,,,,,,,,121.0,126.0,124.25,1.35,,,,,,,,,3.69,4.15,4.03,0.12
2025-10-19 08:20:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,136.0,104.53,36.22,,,,,,,,,,,,,,,,,97.0,110.0,104.81,4.44,,,,,,,,,3.62,4.15,3.98,0.15
2025-10-19 08:20:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,56.0,117.0,92.84,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.1,5.94,0.26
2025-10-19 08:20:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,93,49.0,83.0,65.91,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,5.4,5.23,0.24
2025-10-19 08:20:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,53,86.0,104.0,98.62,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,3.08,0.88
2025-10-19 08:21:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,119.0,139.0,131.86,4.26,,,,,,,,,,,,,,,,,120.0,124.0,123.0,1.17,,,,,,,,,3.95,4.21,4.1,0.08
2025-10-19 08:21:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,124.0,99.73,33.61,,,,,,,,,,,,,,,,,74.0,98.0,87.19,7.02,,,,,,,,,3.95,4.21,4.08,0.09
2025-10-19 08:21:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,45.0,99.0,70.85,17.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,6.1,5.9,0.34
2025-10-19 08:21:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,90,47.0,68.0,58.11,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5.4,5.07,0.82
2025-10-19 08:21:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,71,59.0,95.0,73.04,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,4.1,3.98,0.22
2025-10-19 08:22:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,121.0,138.0,130.83,4.18,,,,,,,,,,,,,,,,,121.0,128.0,124.63,1.87,,,,,,,,,3.62,4.21,4.04,0.16
2025-10-19 08:22:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,180,17.0,120.0,95.67,32.15,,,,,,,,,,,,,,,,,69.0,81.0,73.22,3.62,,,,,,,,,0.98,4.15,3.57,1.01
2025-10-19 08:22:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,75.0,118.0,99.59,13.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.2,5.96,0.22
2025-10-19 08:22:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,96,55.0,80.0,65.11,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,5.4,5.19,0.49
2025-10-19 08:22:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,75,67.0,99.0,82.59,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.0,3.94,0.05
2025-10-19 08:23:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,120.0,137.0,129.03,4.23,,,,,,,,,,,,,,,,,116.0,124.0,120.38,2.15,,,,,,,,,4.02,4.25,4.11,0.08
2025-10-19 08:23:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,122.0,91.36,30.75,,,,,,,,,,,,,,,,,73.0,120.0,105.13,16.79,,,,,,,,,3.95,4.15,4.06,0.07
2025-10-19 08:23:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,53.0,102.0,72.47,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,6.1,5.83,0.39
2025-10-19 08:23:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,85,45.0,71.0,56.8,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,5.5,5.14,0.65
2025-10-19 08:23:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,61.0,99.0,83.89,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.1,3.92,0.27
2025-10-19 08:24:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,117.0,136.0,126.6,4.71,,,,,,,,,,,,,,,,,106.0,122.0,112.88,3.97,,,,,,,,,3.69,4.21,4.05,0.15
2025-10-19 08:24:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,16.0,131.0,92.18,32.27,,,,,,,,,,,,,,,,,106.0,118.0,112.75,3.24,,,,,,,,,3.69,4.21,4.02,0.14
2025-10-19 08:24:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,55.0,124.0,94.92,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6.1,5.95,0.17
2025-10-19 08:24:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,93,43.0,84.0,61.01,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.5,5.29,0.15
2025-10-19 08:24:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,61.0,97.0,81.46,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.1,3.9,0.32
2025-10-19 08:25:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,134.0,123.16,4.92,,,,,,,,,,,,,,,,,99.0,123.0,107.0,7.74,,,,,,,,,3.62,4.28,4.01,0.16
2025-10-19 08:25:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,340,16.0,132.0,103.79,36.1,,,,,,,,,,,,,,,,,112.0,120.0,117.29,2.03,,,,,,,,,3.66,4.21,4.03,0.16
2025-10-19 08:25:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,42.0,105.0,70.19,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.1,5.88,0.26
2025-10-19 08:25:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,45.0,67.0,54.27,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.4,5.2,0.57
2025-10-19 08:25:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,72.0,105.0,86.67,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.1,3.91,0.3
2025-10-19 08:26:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,110.0,134.0,120.88,5.69,,,,,,,,,,,,,,,,,115.0,128.0,120.5,4.48,,,,,,,,,4.02,4.21,4.11,0.06
2025-10-19 08:26:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,17.0,134.0,109.27,37.54,,,,,,,,,,,,,,,,,100.0,120.0,112.25,6.51,,,,,,,,,3.94,4.21,4.07,0.08
2025-10-19 08:26:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,78.0,122.0,96.04,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,6.1,5.9,0.4
2025-10-19 08:26:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,99,43.0,66.0,51.63,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.9,5.33,0.14
2025-10-19 08:26:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,72,58.0,80.0,66.93,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.1,3.88,0.32
2025-10-19 08:27:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,110.0,133.0,122.17,5.46,,,,,,,,,,,,,,,,,123.0,130.0,126.25,1.86,,,,,,,,,3.67,4.21,4.01,0.16
2025-10-19 08:27:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,17.0,134.0,110.3,37.7,,,,,,,,,,,,,,,,,114.0,120.0,117.38,1.87,,,,,,,,,3.62,4.21,4.04,0.16
2025-10-19 08:27:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,68.0,118.0,89.38,14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.2,5.82,0.35
2025-10-19 08:27:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,49.0,72.0,60.73,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,6.1,5.82,0.28
2025-10-19 08:27:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,73.0,110.0,91.22,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.1,3.83,0.37
2025-10-19 08:28:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,139.0,129.7,4.6,,,,,,,,,,,,,,,,,121.0,131.0,126.06,3.25,,,,,,,,,3.75,4.15,4.04,0.11
2025-10-19 08:28:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,334,17.0,134.0,107.08,40.82,,,,,,,,,,,,,,,,,113.0,119.0,116.56,1.46,,,,,,,,,3.73,4.19,4.04,0.13
2025-10-19 08:28:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,83,61.0,114.0,83.72,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.1,5.88,0.29
2025-10-19 08:28:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,84,44.0,63.0,53.4,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.9,5.56,1.07
2025-10-19 08:28:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,72,58.0,84.0,70.69,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,4.1,3.94,0.27
2025-10-19 08:29:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,121.0,141.0,133.57,5.15,,,,,,,,,,,,,,,,,124.0,131.0,127.12,1.64,,,,,,,,,3.95,4.21,4.1,0.07
2025-10-19 08:29:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,134.0,107.65,41.6,,,,,,,,,,,,,,,,,108.0,117.0,113.81,2.35,,,,,,,,,3.95,4.21,4.1,0.08
2025-10-19 08:29:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,94,67.0,124.0,88.36,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,6.1,5.89,0.47
2025-10-19 08:29:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,52.0,80.0,65.74,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.9,5.61,0.43
2025-10-19 08:29:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,73,71.0,110.0,89.7,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.0,3.9,0.31
2025-10-19 08:30:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,120.0,142.0,136.28,5.01,,,,,,,,,,,,,,,,,122.0,128.0,125.31,1.49,,,,,,,,,3.75,4.21,4.05,0.16
2025-10-19 08:30:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,16.0,133.0,106.81,41.05,,,,,,,,,,,,,,,,,110.0,117.0,113.56,1.77,,,,,,,,,3.69,4.21,4.02,0.16
2025-10-19 08:30:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,63.0,116.0,82.34,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,6.2,5.88,0.48
2025-10-19 08:30:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,101,41.0,76.0,57.18,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.4,5.32,0.05
2025-10-19 08:30:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,59.0,109.0,78.37,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,4.1,3.97,0.18
2025-10-19 08:31:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,119.0,141.0,133.73,5.08,,,,,,,,,,,,,,,,,127.0,133.0,130.94,1.39,,,,,,,,,4.02,4.21,4.1,0.06
2025-10-19 08:31:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,133.0,107.34,41.6,,,,,,,,,,,,,,,,,111.0,118.0,114.38,2.0,,,,,,,,,3.95,4.16,4.09,0.05
2025-10-19 08:31:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,70.0,126.0,96.45,15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.1,5.84,0.24
2025-10-19 08:31:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,89,37.0,53.0,45.9,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.5,5.18,0.58
2025-10-19 08:31:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,61.0,98.0,76.03,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.0,3.84,0.5
2025-10-19 08:32:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,139.0,128.73,5.73,,,,,,,,,,,,,,,,,122.0,133.0,127.44,3.66,,,,,,,,,3.69,4.27,4.05,0.15
2025-10-19 08:32:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,326,17.0,134.0,109.94,39.74,,,,,,,,,,,,,,,,,108.0,119.0,114.98,3.2,,,,,,,,,3.65,4.15,4.01,0.15
2025-10-19 08:32:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,65.0,108.0,83.42,13.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,6.1,5.87,0.35
2025-10-19 08:32:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,95,44.0,74.0,62.21,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.4,5.2,0.33
2025-10-19 08:32:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,68.0,115.0,91.97,13.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.1,3.9,0.39
2025-10-19 08:33:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,140.0,127.37,5.87,,,,,,,,,,,,,,,,,121.0,126.0,123.88,1.45,,,,,,,,,3.75,4.21,4.03,0.15
2025-10-19 08:33:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,320,17.0,133.0,111.35,38.4,,,,,,,,,,,,,,,,,114.0,118.0,116.13,0.99,,,,,,,,,3.62,4.21,4.0,0.17
2025-10-19 08:33:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,63.0,121.0,94.92,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.2,5.98,0.14
2025-10-19 08:33:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,99,38.0,60.0,47.31,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.4,5.33,0.04
2025-10-19 08:33:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,60.0,103.0,76.8,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.1,3.94,0.2
2025-10-19 08:34:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,114.0,139.0,126.96,5.68,,,,,,,,,,,,,,,,,120.0,125.0,121.94,1.6,,,,,,,,,4.02,4.21,4.1,0.06
2025-10-19 08:34:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,133.0,107.35,41.11,,,,,,,,,,,,,,,,,98.0,118.0,109.56,6.86,,,,,,,,,4.02,4.16,4.09,0.05
2025-10-19 08:34:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,60.0,86.0,71.01,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.1,5.92,0.26
2025-10-19 08:34:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,84,40.0,50.0,46.04,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,5.5,5.11,0.66
2025-10-19 08:34:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,71,70.0,111.0,94.23,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.1,3.88,0.34
2025-10-19 08:35:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,115.0,134.0,126.15,3.43,,,,,,,,,,,,,,,,,120.0,123.0,120.88,1.05,,,,,,,,,3.62,4.2,4.0,0.16
2025-10-19 08:35:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,133.0,107.13,40.85,,,,,,,,,,,,,,,,,105.0,119.0,112.0,4.08,,,,,,,,,3.62,4.15,4.0,0.16
2025-10-19 08:35:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,70.0,123.0,98.54,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.1,5.87,0.25
2025-10-19 08:35:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,73,11.0,61.0,41.51,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,5.4,4.72,1.11
2025-10-19 08:35:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,58.0,92.0,70.81,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.0,3.95,0.05
2025-10-19 08:36:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,132.0,127.04,3.18,,,,,,,,,,,,,,,,,116.0,121.0,118.25,1.56,,,,,,,,,3.82,4.21,4.07,0.1
2025-10-19 08:36:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,357,17.0,133.0,106.09,40.67,,,,,,,,,,,,,,,,,109.0,114.0,111.12,1.61,,,,,,,,,3.95,4.21,4.08,0.07
2025-10-19 08:36:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,56.0,91.0,68.58,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.1,5.96,0.24
2025-10-19 08:36:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,76.0,107.0,95.59,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,4.1,3.88,0.4
2025-10-19 08:37:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,117.0,132.0,126.79,3.15,,,,,,,,,,,,,,,,,117.0,123.0,118.88,1.57,,,,,,,,,3.71,4.21,4.05,0.13
